Company,Employees,Company Location,Industry,Company URL,Website,LinkedIn URL,Facebook URL,Twitter URL,Descripcion,Technologies
Rootwurks,9.0,"Austin, Texas",E-learning,https://app.apollo.io/#/organizations/61ec247bb035630001100442,,,,,"Rootwurks is an Austin-based cannabis compliance and education company that has built a platform to simplify compliance, safety, and education for the industry. Rootwurks is an e-learning and risk management company built by a team of experts with more than 100 years of combined knowledge and experience in compliance and safety training. After many years spent in senior roles at one of the largest food safety training companies in the country, our founders launched Rootwurks and built the Rootwurks Learning Experience Platform (LXP) to help companies navigate the complex and crucial safety and compliance demands in industries as varied and challenging as cannabis and food manufacturing.","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Amazon SES
Email Delivery
Bootstrap Framework
CSS and JavaScript Libraries
Circle
Financial Software
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Gmail
Email Providers
Google Apps
Other
Google Tag Manager
Tag Management
Linkedin Login
Social Login
Linkedin Marketing Solutions
Advertising Networks
Linkedin Widget
Other
Microsoft Office 365
Other
Mobile Friendly
Other
Rackspace MailGun
Email Delivery
Remote
Other
Render
Other
Route 53
Domain Name Services
Shutterstock
Other
Vimeo
Online Video Platforms
WP Engine
CMS
WordPress.org
CMS"
Grindstone PBC,4.0,"College Park, Maryland",Information Technology & Services,https://app.apollo.io/#/organizations/5fc8b5215a8f6b0001604839,,,,,"Grindstone is an innovative, Minority Owned Small Business specializing in providing cutting-edge cybersecurity solutions to businesses and government agencies in the Mid-Atlantic region. Grindstone PBC is a cybersecurity public benefit company with a purpose to strengthen the baseline cybersecurity hygiene for public serving organizations through risk management, education, and information sharing.","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Blue Host
Hosting
Google Tag Manager
Tag Management
Microsoft Office 365
Other
Mobile Friendly
Other
Nginx
Load Balancers
Outlook
Email Providers
Remote
Other
Reviews
Customer Reviews
Sitelock
Security
WordPress.org
CMS
reCAPTCHA
Captcha"
ACTS Now,8.0,"Conway, Arkansas",Public Safety,https://app.apollo.io/#/organizations/5d322caef651250ed04d579e,,,,,"Excavation Safety Alliance (ESA), formerly Infrastructure Resources, believes there's safety in numbers, safety in education, and safety in collaboration. Our mission is to connect the excavation safety and damage prevention world to create open lines of communication that ultimately save lives and prevent damages. Every ESA initiative, from conferences to publications, is wholly focused on improving safety in excavation through collaboration. At the center of all of these initiatives is you, damage prevention professional, and others like you in the industry. Because, at the end of the day, ESA doesn't employ any SUE experts, GPR specialists, or trenchless professionals. From Conference speakers, to Magazine authors, to Town Hall panelists, we rely on the diverse perspectives of industry experts. Our superpower is creating spaces and platforms for those perspectives to come together — Places where discussions become collaboration and collaboration leads to solutions.","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Amazon AWS
Hosting
Android
Frameworks and Programming Languages
Cloudflare DNS
Domain Name Services
Data Analytics
Analytics and Tracking
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Google Dynamic Remarketing
Retargeting
Google Font API
Fonts
Google Tag Manager
Tag Management
Gravity Forms
Hosted Forms
Kajabi
Widgets
Linkedin Login
Social Login
Linkedin Widget
Other
Microsoft Office 365
Other
Mobile Friendly
Other
Nginx
Load Balancers
Outlook
Email Providers
Phoenix
Frameworks and Programming Languages
WP Engine
CMS
Woo Commerce
E-commerce Platforms
WordPress.org
CMS
YouTube
Online Video Platforms"
Lion Semiconductor Inc,5.0,"San Francisco, California",Semiconductors,https://app.apollo.io/#/organizations/556d7b97736964121f062501,,,,,"We build switched-capacitor power ICs with world's highest efficiencies. With 10+ years of switched-capacitor power IC R&D experience, we invented proprietary architectures and technologies to achieve > 98% efficiencies. We have shipped tens of millions of charger IC and DC/DC products to major mobile customers. Acquired by Cirrus Logic in July, 2021.","Technology Insights Settings
Hubspot
Marketing Automation
Amazon AWS
Hosting
Amazon CloudFront
Content Delivery Networks
Android
Frameworks and Programming Languages
AngularJS
Frameworks and Programming Languages
Apache
Load Balancers
Atlassian Cloud
CMS
Atlassian Confluence
CMS
Bootstrap Framework
CSS and JavaScript Libraries
BugHerd
Widgets
Disqus
Comments
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Google Analytics
Analytics and Tracking
Google Dynamic Remarketing
Retargeting
Google Font API
Fonts
Google Maps
Other
Google Maps (Non Paid Users)
Other
Google Tag Manager
Tag Management
IoT
Other
Jira
CMS
Linkedin Marketing Solutions
Advertising Networks
Mobile Friendly
Other
New Relic
Web Performance Monitoring
Nginx
Load Balancers
Outlook
Email Providers
React Redux
CSS and JavaScript Libraries
Remote
Other
Route 53
Domain Name Services
SAP
Customer Relationship Management
Typekit
Fonts
Vimeo
Online Video Platforms
YouTube
Online Video Platforms
Zencoder
Other
Zendesk
Support and Feedback
accessiBe
Analytics and Tracking"
FastWave Medical,8.0,"Maple Grove, Minnesota",Medical Devices,https://app.apollo.io/#/organizations/6073397233986201526949db,,,,,"FastWave Medical is developing novel, cost-effective intravascular lithotripsy systems for calcific artery disease. Learn more here. We're developing next-level intravascular lithotripsy (IVL) systems.","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Amazon AWS
Hosting
Android
Frameworks and Programming Languages
Centro
Advertising Networks
Circle
Financial Software
Flutter
Frameworks and Programming Languages
Gmail
Email Providers
Google Apps
Other
Google Tag Manager
Tag Management
IoT
Other
Mobile Friendly
Other
Python
Frameworks and Programming Languages
React
CSS and JavaScript Libraries
Remote
Other
SharePoint
CMS"
Global Atlanta,7.0,"Atlanta, Georgia",Online Media,https://app.apollo.io/#/organizations/54a1270869702db878840600,,,,,"For 30+ years, Global Atlanta has been the only news source devoted to tracking Atlanta's rise as a global city. Through personal, in-depth reporting, we track how local companies are engaging with the global economy and the effects of foreign enterprises operating in Atlanta. The world is here. Learn more: www.globalatlanta.com/about.","Technology Insights Settings
Hubspot
Marketing Automation
Ad Unit 300 x 250
Other
Ad Unit 300 x 600
Other
Ad Unit 320 x 50
Other
Ad Unit 728 x 90
Other
Basis
Advertising Networks
Circle
Financial Software
DoubleClick
Ad Servers
Eventbrite
Event Management
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Gmail
Email Providers
Google AdSense
Advertising Networks
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Tag Manager
Tag Management
Gravity Forms
Hosted Forms
MailChimp
Email Marketing
MailChimp SPF
Other
MemberClicks
Support and Feedback
Mobile Friendly
Other
Nginx
Load Balancers
Parse.ly
Publisher Advertising Tools
Quantcast
Analytics and Tracking
Remote
Other
Stripe
Payments
Typekit
Fonts
Vimeo
Online Video Platforms
Woo Commerce
E-commerce Platforms
WordPress.org
CMS
YouTube
Online Video Platforms"
American Management and Leadership by Design,1.0,"Gaithersburg, Maryland",Management Consulting,https://app.apollo.io/#/organizations/5f48572a714b8b00013b5d5e,,,,,,"Technology Insights Settings
Hubspot
Marketing Automation
Android
Frameworks and Programming Languages
Apache
Load Balancers
Data Analytics
Analytics and Tracking
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Google Font API
Fonts
IoT
Other
Mobile Friendly
Other
Quantcast
Analytics and Tracking
React Native
Frameworks and Programming Languages
Render
Other
Reviews
Customer Reviews
Shutterstock
Other
Stripe
Payments
Woo Commerce
E-commerce Platforms
WordPress.org
CMS
Xamarin
Frameworks and Programming Languages
reCAPTCHA
Captcha"
PVpallet,10.0,"Montrose, Iowa","Packaging & Containers,",https://app.apollo.io/#/organizations/604a22f041e1030001ad8496,,,,,"We help solar companies reduce waste, streamline operations, and save money through reusable packaging and turnkey logistics solutions. From robust reusable packaging options like BOS bulk bins and solar module pallets to packaging consulting and turnkey logistics services, we believe in win/win solutions that are better for people and the planet. PVpallet's mission is to promote a circular economy within the solar industry. We are doing this by creating innovative shipping and packaging solutions that reduce waste, promote reusability, and improve lifecycle economics. Our signature product, PVpallet Series X, is a pallet designed specifically for solar modules that is made of recycled HDPE plastic, reusable, and recyclable at the end of its life cycle. We also offer bulk bins, handheld totes, and standard-sized reusable pallets—all made from post-industrial plastic. We're taking waste and making it useful while also increasing efficiency throughout the entire solar supply chain.","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Android
Frameworks and Programming Languages
Data Analytics
Analytics and Tracking
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Google Dynamic Remarketing
Retargeting
Google Tag Manager
Tag Management
IoT
Other
Linkedin Marketing Solutions
Advertising Networks
Mobile Friendly
Other
NSOne
Domain Name Services
Outlook
Email Providers
Shopify
E-commerce Platforms
Squarespace ECommerce
E-commerce Platforms
Typekit
Fonts
YouTube
Online Video Platforms"
Refrigeration Technologies,10.0,"Anaheim, California","Chemicals, Research",https://app.apollo.io/#/organizations/57c4ad70a6da9867e2db1a6e,,,,,"Refrigeration Technologies is the leading developer of specialty chemicals for the HVAC Industry. Our products are created by Technicians for Technicians. Refrigeration Technologies is a family-owned and operated manufacturer and supplier of specialty chemical products for the HVAC and Refrigeration industry. Founded in 1987 by John Pastorello and located in Anaheim, California, we are committed to delivering superior, non-hazardous, non-corrosive, and environmentally friendly chemical solutions for the Heating, Ventilation, Air Conditioning, Refrigeration, and Plumbing trades. Crafted meticulously by HVAC technicians for HVAC technicians, our products prioritize performance without hazardous ingredients, maintaining the highest quality standards. We create and supply the Viper brand, which is designed to prolong the life of equipment, ensure the safety of those who maintain it, provide environmentally preferred solutions, and foster lifelong customer relationships. Viper leak detection, coil cleaning, sealants, and brazing heat protection products are versatile and can be used in commercial, residential, and facility maintenance settings. As a value-added supplier, we are in constant pursuit of improving the features, functions, and benefits of our products while continually adding new and innovative solutions to support HVAC/R maintenance.","Technology Insights Settings
Hubspot
Marketing Automation
Active Campaign
Marketing Automation
AdRoll
Retargeting
CloudFlare Hosting
Hosting
Cloudflare DNS
Domain Name Services
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Gmail
Email Providers
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Font API
Fonts
Google Maps
Other
Google Plus
Social Login
Google Tag Manager
Tag Management
Linkedin Marketing Solutions
Advertising Networks
Mobile Friendly
Other
Sendgrid
Email Delivery
WP Engine
CMS
WordPress.org
CMS
YouTube
Online Video Platforms"
SBA T.H.R.I.V.E.,8.0,"Washington, District of Columbia",Nonprofit Organization Management,https://app.apollo.io/#/organizations/63cd24cfd274630001d319a9,,,,,The 8(a) program is a robust nine-year program created to help firms owned and controlled by socially and economically disadvantaged individuals. T.H.R.I.V.E. Emerging Leaders Reimagined is an executive-level training series designed to develop strong leaders and accelerate the growth of high-potential small businesses across the United States.,"Technology Insights Settings
Hubspot
Marketing Automation
Salesforce
Customer Relationship Management
Active Campaign
Marketing Automation
Bootstrap Framework
CSS and JavaScript Libraries
CloudFlare Hosting
Hosting
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Google AdWords Conversion
Advertising Networks
Google Analytics
Analytics and Tracking
Google Analytics Ecommerce Tracking
E-commerce Tools
Google Dynamic Remarketing
Retargeting
Google Font API
Fonts
Google Maps
Other
Google Maps (Non Paid Users)
Other
Google Tag Manager
Tag Management
Learnworlds
CMS
Linkedin Marketing Solutions
Advertising Networks
Mailchimp Mandrill
Email Delivery
Mobile Friendly
Other
Outlook
Email Providers
Vimeo
Online Video Platforms
Wistia
Online Video Platforms
WordPress.org
CMS
YouTube
Online Video Platforms"
